Pub date,Pub time,Title,Article text,Comment Number 
2019-09-07,08:50,Робот Федор приземлился в Казахстане,"Посадка спускаемого аппарата была запланирована в 147 километрах юго-восточнее города Жезказган в Казахстане.<img src=""//static.zakon.kz/uploads/posts/2019-09/pic_690/2019090708502618198_845.jpg"">
Спускаемый аппарат космического корабля ""Союз МС-14"", на борту которого находится антропоморфный робот Skybot F-850, называвшийся ранее Федор (FEDOR - Final Experimental Demonstration Object Research), успешно приземлился, передает Lenta.ru. Отмечается, что аппарат совершил посадку в 00:32 по московскому времени (03:32 по времени Нур-Султана). Все операции по сведению с орбиты и приземлению прошли в штатном режиме. - Спускаемый аппарат стоит вертикально. Объект взят под охрану, - говорится в сообщении. Ранее ""Союз МС-14"" с роботом Федором отстыковался от Международной космической станции. Посадка спускаемого аппарата была запланирована в 147 километрах юго-восточнее города Жезказган в Казахстане. Робот Федор находился на борту МКС с 27 августа, после того как к станции со второй попытки успешно пристыковался ""Союз МС-14"". Первая попытка прошла 24 августа и оказалась неудачной. Причиной этого ""Роскосмос"" назвал неисправности усилителя сигналов системы взаимных измерений ""Курс"" на МИМ2.",0
2019-09-07,08:32,Сборная Казахстана лишилась основного игрока на матч с Россией,"Первый ""горчичник"" он получил в игре с Шотландией.<img src=""//static.zakon.kz/uploads/posts/2019-09/pic_690/2019090708321252612_1.jpg"">
Защитник Национальной сборной Казахстана Гафуржан Суюмбаев не сыграет в предстоящем матче квалификации EURO-2020 против России в Калининграде, сообщает KazFootball.kz. В матче против Кипра Суюмбаев на 87-й минуте получил желтую карточку, которая стала второй в текущем отборочном цикле Чемпионата Европы-2020. Предстоящий матч с Россией, который состоится 9 сентября в Калининграде Гафуржану придется пропустить. Свой первый ""горчичник"" он получил в матче против Шотландии (3:0). Напомним, что встреча в Никосии завершилась ничьей - 1:1.",0
2019-09-07,08:16,"Россиянин вышел в финал турнира ""Большого шлема""","В финале россиянин встретится с победителем пары Рафаэль Надаль - Маттео Берреттини.<img src=""//static.zakon.kz/uploads/posts/2019-09/pic_690/2019090708163980294_3.jpg"">
Российский теннисист Даниил Медведев обыграл болгарского спортсмена Григора Димитрова полуфинале Открытого чемпионата США (US Open), сообщает Lenta.ru. Поединок завершился со счетом 7:6 (7:5), 6:4, 6:3. В финале россиянин встретится с победителем пары Рафаэль Надаль - Маттео Берреттини. 23-летний Медведев стал первым россиянином в финале турнира ""Большого шлема"" за последние 14,5 лет. Медведев занимает пятую строчку в рейтинге Ассоциации теннисистов-профессионалов (ATP). Он пять раз побеждал на турнирах ATP.  ",0
2019-09-07,07:49,Предки японцев находятся в Казахстане - профессор ,"Первые исследования уже позволили сделать вывод, что на территории Алтая проживало множество народов.<img src=""//static.zakon.kz/uploads/posts/2019-09/pic_690/2019090707485120583_12.jpg"">
Боевые колесницы были на вооружении у наших предков. Такое сенсационное заявление сделали казахстанские археологи в Усть-Каменогорске, передает Zakon.kz со ссылкой на телеканал ""Астана"". При раскопках кургана сакского предводителя, в долине Елике-Сазы впервые были найдены - бронзовые артефакты, которыми украшали именно колесницы. Рядом с воином нашли их фрагменты. Это позволило археологам сделать заявление, что в 8-ом веке на вооружении воинов сакских племён были боевые колесницы. - В разных местах были найдены колесницы, но чуть позже, по хронологии. А это колесница, которая относится к 8 веку, она удревняет вообще использование боевой колесницы на территории Казахстана в сакское время, - рассказал профессор Абдеш Толеубаев. Генетик из Японии - Сайто Нарайя занимается изучением ДНК древнего человека, останки которого были найдены в курганах Берельской долины. Работа долгая и кропотливая, говорит учёный. Однако первые исследования уже позволили сделать вывод, что на территории Алтая проживало множество народов. И Сайто Нарайя не исключает, что корни японцев тоже следует искать именно на Алтае. - Берельский человек имеет связь с другими древними людьми и у нас есть возможность по ДНК проследить эту связь и с современными жителями Восточной Азии. И я очень счастлив, что эти исследования провожу, потому что я из Японии, а это Восточная Азия. И эти открытия будут для Японии особо ценными, - сообщил профессор Национального института университета Токие Сайто Нарайя. ",0
2019-09-07,07:18,В Германии пожаловались на российские санкции,"Они сказались на Германии не очень сильно, однако ответные меры наносят большой ущерб. <img src=""//static.zakon.kz/uploads/posts/2019-09/pic_690/2019090707181774661_brandenburger-tor-201939_960_720.jpg"">
Ответные санкции России против Евросоюза сильно ударили по экономике Германии. Об этом заявил глава партии ""Христианско-демократический союз"" в земле Тюрингия Майк Моринг, передает Lenta.ru. По словам Моринга, санкции ЕС против России сказались на Германии не очень сильно, однако ответные меры наносят большой ущерб. Он также отметил, что на востоке Германии жители хотят нормализации отношений между странами, так как связи с Россией здесь более тесные. - Самое важное - поддерживать диалог с Россией, - подчеркнул немецкий политик. В июне немецкий депутат Клаус Эрнст заявил, что антироссийские санкции вредят бизнесу в Германии, ведут к переориентации России на экономическое взаимодействие с Китаем и являются бесполезными. По его мнению, Европа, поддерживая ограничения в отношении России, ослабляет саму себя. 20 июня Евросоюз продлил на полгода экономические санкции против России из-за событий на Украине. Члены ЕС единогласно решили, что Россия недостаточно выполняет минские соглашения. В Москве подчеркивают, что Россия является не стороной этих договоренностей, а страной-гарантом, как Франция и Германия. В тот же день на год были продлены санкции, введенные из-за присоединения Крыма. Москва настаивает, что процесс отвечает нормам международного права.",0
2019-09-07,06:50,Землетрясение произошло в Алматы,"Эпицентр землетрясения расположен в 11 км на запад от Алматы<img src=""//static.zakon.kz/uploads/posts/2019-09/pic_690/2019090706495740076_1.jpg"">
Сетью сейсмических станций ГУ ""СОМЭ КН МОН РК"" 07 сентября 2019г. в 06:30:15 сек зарегистрировано землетрясение, сообщает Zakon.kz. Эпицентр землетрясения расположен в 11 км на запад от Алматы на территории Казахстана. Энергетический класс землетрясения 9.7. Магнитуда MPV 4.6. Координаты эпицентра 43.18° с.ш. 76.77° в.д. Глубина 15 км. Сведения об ощутимости (по шкале МSК-64): Алматы 2-3 балла. По данным ЦОУ ДП от патрульных нарядов полиции повреждений и разрушений на патрулируемых участках не выявлено. По сообщению АТЭТУ ГУ ""Казселезащита"" на гидротехнических сооружениях, оползнеопасных и селеопасных участков, деформации , просадки и образовании трещин не выявлено.",0
2019-09-07,06:47,"Отец проехал 2000 км, чтобы посмотреть в глаза убившему его дочь ""наркодилеру""","На территории Великобритании препараты, в составе которых есть DNP, запрещены к обороту ввиду их чрезвычайной опасности для человека.<img src=""//static.zakon.kz/uploads/posts/2019-09/pic_690/2019090706474799280_faace3e4d9b3573b15c00536ee8c1490__1440x.png"">
Дуг Шипси из города Вустер, Великобритания совершил путешествие длиной более 2000 километров в украинский Волочиск, чтобы посмотреть в глаза человеку, который продал его дочери запрещенный британскими законами препарат, от которого та умерла, передает Life. В 2017 году его 21-летняя дочь Бет приобрела в Интернете у жителя Украины Андрея Шепелева 24 таблетки для похудения за 155 фунтов стерлингов. Действующим веществом в препарате являлся DNP, он же 2,4-динитрофенол - тканевый краситель, применение которого внутрь грозит тяжелейшими побочными эффектами для человека, вплоть до смерти. На территории Великобритании препараты, в составе которых есть DNP, запрещены к обороту ввиду их чрезвычайной опасности для человека. Но формально само вещество не является незаконным, и в других странах, предприимчивые граждане занимаются кустарным производством смертельных таблеток для похудения на его основе. К одному из таких ""предпринимателей"" и отправился Шипси, обнаружив на месте 31-летнего ""фанатика спортзала"" Шепелева в ""грязной квартире советских времен"", который хоть и попросил прощения у мужчины, особого раскаяния не испытывал и в разговоре даже отметил, что после смерти Бет продажи его ""товара"" выросли в четыре или пять раз. Правда он отметил, что в Великобританию больше посылок не отправлял. Шипси заставил украинца попросить прощения у него, а также у супруги, которая лишилась дочери, и заявил, что намерен добиваться уголовного наказания для ""наркоторговца"". Однако с привлечением к ответственности пока особых успехов он не достиг, даже после встречи с главой регионального наркоконтроля. Несмотря на то что DNP имеет сильные биохимические свойства, это прежде всего промышленный краситель. Из-за особенностей самого вещества Шепелеву могут быть предъявлены обвинения в подготовке взрывного устройства.",0
2019-09-07,06:23,Россия перед матчем с Казахстаном одержала победу в отборе на Евро-2020,"В параллельной игре Бельгия разгромила аутсайдера группы.<img src=""//static.zakon.kz/uploads/posts/2019-09/pic_690/2019090706230612044_inx960x640.jpg"">
Сборная России обыграла Шотландию в гостевом матче отборочного цикла Евро-2020, передает Vesti.kz. Игра пятого тура группы I на ""Хэмпден Парке"" в Глазго завершилась со счетом 2:1. На десятой минуте Джон МакГинн вывел хозяев вперед, но мяч Артема Дзюбы на 40-й и автогол Стивена О'Доннелла на 59-й принесли волевую победу гостям. В параллельном матче Бельгия в гостях разгромила Сан-Марино - 4:0. На 43-й минуте Миши Батшуайи с пенальти открыл счет, на 57-й Дрис Мертенс удвоил его, на 63-й Насер Шадли сделал разгромным, а на 94-й Батшуайи забил уже с игры и оформил дубль. Ранее в другом матче этой группы сборная Кипра на своем поле сыграла вничью с Казахстаном - 1:1.  Матчи шестого тура пройдут в ночь с 9 на 10 сентября и стартуют в 00:45 по времени Астаны: Россия дома сыграет с Казахстаном, Шотландия - с Бельгией, а Сан-Марино - с Кипром. На данный момент с 15 очками в группе I лидирует Бельгия. Далее с 12 баллами идет Россия. У Казахстана - семь очков, у Шотландии - шесть, у Кипра - четыре, а Сан-Марино проиграл все матчи с общим счетом 0:24.",0
2019-09-07,06:00,Первый президент Украины указал на главную ошибку Порошенко,"Порошенко не любил слушать советы других людей - Кравчук.<img src=""//static.zakon.kz/uploads/posts/2019-09/pic_690/2019090705594029687_65720cefa3f8403d90f0210d6891b.jpg"">
Первый президент Украины Леонид Кравчук рассказал о главной ошибке властей страны в последнее время, передает Lenta.ru. По словам Кравчука, политики последнего времени, в частности, бывший президент Украины Петр Порошенко, хотели распространить интересы и стратегические цели одного региона на всю страну. - Это не получится. Люди имеют свои интересы. Надо слушать людей, и каждый закон должен отвечать интересам всей Украины, - подчеркнул он. Ранее Кравчук заявлял, что главные недостатки Петра Порошенко на посту президента - это желание стать богатым человеком и карьеризм. Он также добавил, что Порошенко не любил слушать советы других людей. Леонид Кравчук занимал пост президента Украины с 1991 по 1994 годы.",0
2019-09-07,01:51,Найдена редкая двухголовая гремучая змея,"Организация планирует взять детеныша под опеку и уже получила у властей штата специальное разрешение, которое позволяет держать его в неволе.<img src=""//static.zakon.kz/uploads/posts/2019-09/pic_690/2019090701235389652_pic_0bf949e50e07c7aa4257151039b57d17.jpg"">
В американском штате Нью-Джерси обнаружили двухголового полосатого гремучника, пишет Лента.ру. Необычную особь заметили сотрудники природоохранной организации Herpetological Associates, которые наблюдали за родами гремучей змеи. Они обратили внимание на то, что у одного из детенышей две головы, четыре глаза и два языка, которые действуют независимо друг от друга. По словам сотрудника Herpetological Associates Дейва Шнайдера, в опасных ситуациях двухголовая змея не пытается улизнуть, а цепенеет. - Ей будет довольно трудно выжить в дикой природе, — считает он. Организация планирует взять детеныша под опеку и уже получила у властей штата специальное разрешение, которое позволяет держать его в неволе. - Мы о нем позаботимся, — пообещал Шнайдер. Поскольку и он сам, и его коллега, который тоже наблюдал за змеиными родами, носят имя Дейв, двухголового гремучника окрестили Двойной Дейв. Полосатый гремучник — живородящая ядовитая змея, которая встречается в Северной Америке. Его укус вызывает тяжелое отравление, способное привести к смерти.",0
2019-09-07,01:35,Елбасы прибыл в Россию с рабочим визитом,"Назарбаев планирует встретиться с Путиным.<img src=""//static.zakon.kz/uploads/posts/2019-09/pic_690/2019090701353297890_68701429_194590684883130_245426108227723.jpg"">
Первый Президент Республики Казахстан Нурсултан Назарбаев прибыл в Россию с рабочим визитом, передает Zakon.kz со ссылкой на пресс-службу Елбасы. Ранее сообщалось о том, что Назарбаев планирует принимать участие в праздновании Дня города Москвы и встретиться с главой Российской Федерации Владимиром Путиным. ",0
2019-09-07,01:19,Брэд Питт рассказал о своей борьбе с алкоголизмом,"Борьбу он начал после разрыва с Джоли.<img src=""//static.zakon.kz/uploads/posts/2019-09/pic_690/2019090701191459241_5cf46755dc734064860a3b58e15cd5d7__980x.jpg"">
Голливудский актер Брэд Питт в интервью New York Times признался, что после того, как его теперь уже бывшая жена Анджелина Джоли подала на развод, ему полтора года пришлось посещать собрания анонимных алкоголиков, чтобы справиться со своей пагубной зависимостью, передает Лайф. - Я уже не мог справляться, поэтому мне нужно было завязывать с алкоголем. Все просто сидели вокруг и были настолько открытыми и честными... Никогда с таким не сталкивался. Безопасное место, где тебя не осуждают, так что ты тоже перестаешь судить себя, - поделился Брэд Питт. Также Питт рассказал о своем прошлом опыте с наркотикам. По его словам, слава, которая свалилась на него в 90-е, выбила его из колеи. Из-за марихуаны он стал отшельником и перестал думать даже о себе. Новости о разводе Питта и Джоли появились в 2016 году. Пара заявила об этом в сентябре, после того как актер вышел из себя во время конфликта со своим 15-летним сыном на личном самолете. Тогда голливудская пара заявила, что они согласились урегулировать развод в частном порядке.",0
2019-09-07,00:21,Матч Казахстан - Кипр завершился ничьей,"Он проходил в рамках отборочных туров на Евро-2020.<img src=""//static.zakon.kz/uploads/posts/2019-09/pic_690/2019090700213514789_500_5d729bca22481.jpg"">
В матче отборочного раунда чемпионата Европы 2020 года сборная Казахстана на выезде встречалась с командой Кипра, пишет Sports.kz. Стартовый состав сборной Казахстана: Непогодов, Малый, Ерланов, Куат, Тагыберген, Исламхан, Вороговский, Перцух, Марочкин, Суюмбаев, Щеткин. Видимо, в силу травм и других проблем Михал Билек выпустил на поле несколько экспериментальный состав. Тем не менее, уже на второй минуте слева хорошо прошел Бауыржан Исламхан, Алексей Щеткин дважды поборолся и в итоге отправил мяч в сетку. После этого гости не сели в оборону и продолжали опасно атаковать, собственно, и хозяева не сидели в обороне, был интересный футбол. Минуте к 20-й казахстанцы отошли назад, и Пиерос Сотириу издали сотряс перекладину, а уже в следующий раз после прострела слева он переправил мяч в сетку. Уже в компенсированное время Исламхан со штрафного метил в ""девятку"" ворот соперника, однако там прекрасно сыграл голкипер соперника. Перерыв мало что изменил, второй тайм стартовал с опасных моментов у ворот Дмитро Непогодова, сами же гости пытались бить издали, неплохо это получалось у Асхата Тагыбергена. К 60-й футболисты обеих команд выдохлись и пошли замены, так поле покинул Бауыржан Исламхан. Атак стало меньше, хоть хозяева и владели инициативой, в итоге все свелось к ничьей — 1:1. 9 сентября казахстанские футболисты на выезде сыграют с командой России. Кипр — Казахстан 1:1 (1:1) Голы: Щеткин 2 (0:1), Сотириу 39 (1:1).",0
2019-09-07,00:18,Столичным школьникам предложили мыть полы в классе вместо уборщиц,"Подзабытую в последние годы практику теперь называют японской моделью воспитания.<img src=""//static.zakon.kz/uploads/posts/2019-09/pic_690/2019090700170885729_broom-1837434_960_720.jpg"">
Школьникам предложили после уроков мыть полы в классах. Подзабытую в последние годы практику теперь называют японской моделью воспитания. И уже применяют в некоторых столичных школах. Но заниматься уборкой оказались не готовы не только дети, но и их родители, передает Zakon.kz со ссылкой на Первый канал ""Евразия"". Столичная школа №80 вмиг обрела популярность после того, как стало известно, что полы в классах здесь моют сами ученики. Педагоги, дети и их родители, как оказалось, вовсе не против таких дополнительных обязанностей и видят в этом только плюсы. Досан Жусупбек - ученик 11 класса школы №80: - По моему мнению, это хорошо, что с раннего возраста убираются и более привлекаются к труду и ответственности. Злиха Кунтуганова - бабушка ученика школы №80: - Я, например, ""за"". Это же хорошо, когда дети ко всему приспособлены. В свое время, когда мы учились, мы сами мыли полы. Чистота - залог здоровья. Я считаю, что это хорошо. Общественность такое перераспределение обязанностей задело за живое. Мнения и детей, и взрослых разделились. ""Для меня это унижение, я не хочу мыть полы. Парту и доску можно, а полы нет"". ""Это не унижение, мы в детстве и парты мыли, и полы мыли, и никто не считал, что это унижение"". ""Конечно, нет, во-первых, по штату в любой школе, садике - есть уборщицы. Им платят официально заработную плату и почему мой ребенок должен мыть"". ""Физический труд никогда никого не портил, мы выросли на том, чтоб убирали после себя в кабинетах и, может быть, отношение к труду другое будет, именно персонала, который обслуживает школы"". В социальных сетях тут же появилось немало публикаций о том, что дети должны в школе учиться, а не заниматься уборкой. Многие заговорили про права и эксплуатацию несовершеннолетних. Общественый деятель Гульбану Абенова решила провести онлайн-опрос среди родителей. Более 90% респондентов высказались против нововведения. Гульбану Абенова - общественный деятель: - Дети очень загружены, по 7-8 уроков, и мы же на дополнительные занятия ходим. Мы за труд, но в пределах нормы, а не так чтобы каждый день их заставляли мыть полы вместо уборщиков. В шутку написала, если они будут мыть полы, давайте, государство обеспечьте нам бесплатный проезд. Но платить вознаграждение за труд школьникам никто не собирается. Инициаторы акции - сотрудники департамента добропорядочности, пояснили, что бесплатная уборка школьных помещений - весьма распространенная мировая практика. Данияр Сабирбаев - глава Департамента добропорядочности Агентства по противодействию коррупции: - Презентован опыт воспитания учеников и молодого поколения японских школ, которые поддерживают чистоту в своих школах самостоятельно, у них полностью отсутствуют уборщицы. Как оказалось, японскую систему воспитания практикуют уже несколько школ. Как минимум в 10 учебных заведениях столицы дети сами убирают классные помещения. Как тут не вспомнить советские годы, когда дежурство в классах было нормой, и никто даже подумать не мог о незаконной эксплуатации детей. Впрочем, и сейчас педагоги уверяют, что брать швабру в руки никого не заставляют, и убирают классы дети только по желанию. ",0
